order_id,final_price
21619,2664628.71
28239,3441244.3
3877,4015235.92
28659,3469529.37
20649,3383769.81
27090,4143721.09
26126,3225183.43
17589,1261050.44
25891,3250087.32
21560,8888851.44
28217,3209220.73
21765,3470670.93
21270,3019842.57
20272,3336233.13
19421,3276212.29
29561,1501300.29
21357,3422020.27
27157,7015370.22
28460,2742842.61
18778,8889500.78
21819,3465869
21576,4042784.47
22264,4884905.53
23694,4723580.18
21020,1476828.98
20330,3631359.52
25273,1893681.21
27917,5635018.7
20262,3457940.84
29444,137514.53
28318,3480025.75
21325,3701050.45
23536,2819267.04
25038,2841316.6
27015,9344694.51
28226,3174552.39
27397,4500144.34
23493,3344227.48
24011,2779451.6
27985,4486088.08
20607,2756076.19
26275,3018688.22
25130,4208688.23
20574,2996079.7
26067,3166747.44
21873,2532427.49
21786,3066716.71
26750,3013482.66
21498,2387307.89
27385,3326968.94
18770,1948097.01
20305,2439382
21885,2546929.65
12400,2852781.04
2992,689449.69
12284,9321880.07
23824,3136419.74
23678,5032511.94
21134,5954238.29
21388,3661480.45
23044,2320973.03
25142,7531706.01
25440,3060695.97
27870,989542.52
23502,3482236.56
21261,3581019.45
28248,6602771.65
20591,2995644.43
25869,2985240.51
19952,2959858.81
23795,2654244.46
24604,3496349.27
26477,3554967.06
26822,3106172.91
23681,3269300.53
21300,3162524.88
25576,3141567.76
28021,4307899.22
26158,18091210.53
23319,3410240.46
20441,3473943.93
24295,3446804.63
27341,17422298.56
21255,2566107.2
27245,6684887.67
27027,3235254.07
27002,18153362.53
18768,1825340.54
24925,2807927.77
25221,2959843.72
21794,3257632.2
23740,2819851.06
27375,10426025.22
24016,3421726.75
16701,3805574.4
24452,2569708.6
22031,2869027.03
23325,2896039.22
21050,3580682.98
21309,3754505.76
25123,3455730.79
26808,3475233.94
22646,2720601.12
25728,3514414.7
19576,4360602.09
21290,2406949.08
22299,2440187.21
13851,3442872.98
20302,2893536.53
24895,3645333.96
28055,3045655.96
25761,2758347.69
21584,4358541.27
23220,3416545.29
22675,2788826.8
24500,3276915.97
26764,3458768.19
24785,7341764.48
21812,2553003.04
26098,19002884.63
21276,3448047.12
23306,3393296.73
21870,6715265.04
26286,3205010.01
24945,2869691.67
24789,3107734.42
23492,2710862.97
20736,4265065.54
25065,3396533.49
26473,3014413.28
25965,2926512.74
21810,2880258.83
27355,1446478.48
27974,5708494.69
24172,2712769.8
28349,2976050.86
26685,8931514.59
21262,3058773.76
20442,3478926.21
21513,6974794.89
26702,18969470.55
26523,2581594.65
26985,3554196.19
22540,2378378.62
25718,2545308.16
26114,9798089.58
27804,680850.05
4576,11729259.85
26470,3520917.47
21806,3456144.99
24863,8462692.71
20773,2558614.86
